card_id,keyword
divine-sacrament,Threshold
divine-transformation,Enchant
diviner-of-mist,Flying
diviner-of-mist,Mill
diviner-s-portent,Scry
diviner-s-wand,Equip
diving-griffin,Flying
diving-griffin,Vigilance
divinity-of-pride,Flying
divinity-of-pride,Lifelink
dizzy-spell,Transmute
dizzying-gaze,Enchant
djeru-s-renunciation,Cycling
djeru-s-resolve,Cycling
djeru-with-eyes-open,Vigilance
djinn-illuminatus,Flying
djinn-of-fool-s-fall,Flying
djinn-of-fool-s-fall,Plot
djinn-of-infinite-deceits,Flying
djinn-of-the-fountain,Flying
djinn-of-the-fountain,Scry
djinn-of-the-lamp,Flying
djinn-of-wishes,Flying
djinni-windseer,Flying
djinni-windseer,Scry
doc-ock-s-henchmen,Connive
doc-ock-s-henchmen,Flash
doc-ock-s-tentacles,Equip
docent-of-perfection-final-iteration,Flying
docent-of-perfection-final-iteration,Transform
dockside-extortionist,Treasure
dodgy-jalopy,Crew
dodgy-jalopy,Scavenge
dodgy-jalopy,Trample
does-machines,Mill
dog-umbra,Enchant
dog-umbra,Flash
dog-walker,Disguise
dog-walker,Vigilance
dogged-detective,Surveil
dogmeat-ever-loyal,Mill
dokuchi-shadow-walker,Ninjutsu
dokuchi-silencer,Ninjutsu
domesticated-hydra,Monstrosity
domestication,Enchant
dominator-drone,Devoid
dominator-drone,Ingest
domineer,Enchant
dominus-of-fealty,Flying
domri-anarch-of-bolas,Fight
domri-rade,Fight
domri-s-nodorog,Trample
don-andres-the-renegade,Treasure
don-leo-problem-solvers,Vigilance
don-raph-hard-science,Menace
don-t-blink,Cycling
don-t-make-a-sound,Surveil
donatello-gadget-master,Sneak
donatello-rad-scientist,Vigilance
donatello-s-technique,Sneak
donatello-the-brains,Partner
donatello-way-with-machines,Flying
donna-noble,Doctor's companion
donna-noble,Soulbond
doom-weaver,Reach
doom-weaver,Soulbond
doom-whisperer,Flying
doom-whisperer,Surveil
doom-whisperer,Trample
doomgape,Trample
doomsday-excruciator,Flying
doomsday-specter,Flying
doomskar,Foretell
doomskar-oracle,Foretell
doomskar-titan,Foretell
doomskar-warrior,Backup
doomskar-warrior,Trample
doomwake-giant,Constellation
doorkeeper,Defender
doorkeeper,Mill
doorkeeper-thrull,Flash
doorkeeper-thrull,Flying
doors-of-durin,Scry
dormant-gomazoa,Flying
dormant-grove-gnarled-grovestrider,Transform
dormant-grove-gnarled-grovestrider,Vigilance
dorothea-vengeful-victim-dorothea-s-retribution,Disturb
dorothea-vengeful-victim-dorothea-s-retribution,Enchant
dorothea-vengeful-victim-dorothea-s-retribution,Flying
dorothea-vengeful-victim-dorothea-s-retribution,Transform
dose-of-dawnglow,Blight
double-jump-flying-kick,Fuse
down-dirty,Fuse
downsize,Overload
downwind-ambusher,Flash
dowsing-dagger-lost-vale,Equip
dowsing-dagger-lost-vale,Transform
dowsing-device-geode-grotto,Transform
dr-eggman,Flying
drach-nyen,Daemon Sword
drach-nyen,Echo of the First Murder
drach-nyen,Equip
draco,Domain
draco,Flying
draconautics-engineer,Exhaust
draconic-destiny,Enchant
dracoplasm,Flying
dracosaur-auxiliary,Flying
dracosaur-auxiliary,Haste
dracosaur-auxiliary,Saddle
drag-down,Domain
drag-the-canal,Investigate
drag-the-canal,Surveil
drag-to-the-bottom,Domain
drag-to-the-roots,Delirium
dragon-bell-monk,Prowess
dragon-bell-monk,Vigilance
dragon-breath,Enchant
dragon-broodmother,Flying
dragon-egg,Defender
dragon-fangs,Enchant
dragon-grip,Enchant
dragon-grip,Ferocious
dragon-hatchling,Flying
dragon-hunter,Protection
dragon-mage,Flying
dragon-mantle,Enchant
dragon-moose,Haste
dragon-s-eye-savants,Morph
dragon-s-eye-sentry,Defender
dragon-s-eye-sentry,First strike
dragon-s-rage-channeler,Delirium
dragon-s-rage-channeler,Surveil
dragon-scales,Enchant
dragon-scarred-bear,Formidable
dragon-shadow,Enchant
dragon-sniper,Deathtouch
dragon-sniper,Reach
dragon-sniper,Vigilance
dragon-style-twins,Double strike
dragon-style-twins,Prowess
dragon-throne-of-tarkir,Equip
dragon-turtle,Flash
dragon-tyrant,Double strike
dragon-tyrant,Flying
dragon-tyrant,Trample
dragon-whelp,Flying
dragon-whisperer,Formidable
dragon-wings,Cycling
dragon-wings,Enchant
dragonback-assault,Landfall
dragonback-lancer,Flying
dragonback-lancer,Mobilize
dragonborn-champion,Trample
dragonclaw-strike,Fight
dragonfire-blade,Equip
dragonfly-suit,Crew
dragonfly-suit,Flying
dragonfly-swarm,Flying
dragonfly-swarm,Ward
dragonhawk-fate-s-tempest,Flying
dragonkin-berserker,Boast
dragonkin-berserker,First strike
dragonlair-spider,Reach
dragonlord-atarka,Flying
dragonlord-atarka,Trample
dragonlord-dromoka,Flying
dragonlord-dromoka,Lifelink
dragonlord-kolaghan,Flying
dragonlord-kolaghan,Haste
dragonlord-ojutai,Flying
dragonlord-silumgar,Deathtouch
dragonlord-silumgar,Flying
dragonscale-general,Bolster
dragonsguard-elite,Magecraft
dragonshift,Overload
dragonsoul-knight,First strike
dragonstalker,Flying
dragonstalker,Protection
dragonstorm,Storm
dragonwing-glider,Equip
dragonwing-glider,For Mirrodin!
dragoon-s-lance,Equip
dragoon-s-lance,Gae Bolg
dragoon-s-lance,Job select
dragoon-s-wyvern,Flying
draining-whelk,Flash
draining-whelk,Flying
drake-familiar,Flying
drake-hatcher,Prowess
drake-hatcher,Vigilance
drake-hatchling,Flying
drake-umbra,Enchant
drake-umbra,Umbra armor
drakewing-krasis,Flying
drakewing-krasis,Trample
drakuseth-maw-of-flames,Flying
dralnu-s-pet,Kicker
dramatic-accusation,Enchant
drana-and-linvala,Flying
drana-and-linvala,Vigilance
drana-kalastria-bloodchief,Flying
drana-liberator-of-malakir,First strike
drana-liberator-of-malakir,Flying
drana-s-chosen,Cohort
drana-s-emissary,Flying
drana-the-last-bloodchief,Flying
drannith-healer,Cycling
drannith-stinger,Cycling
draugr-recruiter,Boast
draugr-s-helm,Equip
dread,Fear
dread-defiler,Devoid
dread-fugue,Cleave
dread-reaper,Flying
dread-return,Flashback
dread-slag,Trample
dread-summons,Mill
dreadbringer-lampads,Constellation
dreadfeast-demon,Flying
dreadful-apathy,Enchant
dreadhorde-arcanist,Trample
dreadhorde-butcher,Haste
dreadhorde-invasion,Amass
dreadhorde-twins,Amass
dreadhound,Mill
dreadlight-monstrosity,Ward
dreadmalkin,Menace
dreadmobile,Crew
dreadmobile,Menace
dreadwaters,Mill
dreadwing-scavenger,Flying
dreadwing-scavenger,Threshold
dreadwurm,Landfall
dream-beavers,Flying
dream-beavers,Scry
dream-coat,Enchant
dream-eater,Flash
dream-eater,Flying
dream-eater,Surveil
dream-leash,Enchant
dream-pillager,Flying
dream-s-grip,Entwine
dream-seizer,Blight
dream-seizer,Flying
dream-spoilers,Flying
dream-strix,Flying
dream-strix,Learn
dream-thief,Flying
dream-thief-s-bandana,Equip
dream-thrush,Flying
dream-trawler,Flying
dream-trawler,Lifelink
dream-twist,Flashback
dream-twist,Mill
dreamborn-muse,Mill
dreamcaller-siren,Flash
dreamcaller-siren,Flying
dreamdew-entrancer,Reach
dreamdrinker-vampire,Adapt
dreamdrinker-vampire,Lifelink
dreams-of-laguna,Flashback
dreams-of-laguna,Surveil
dreamshackle-geist,Flying
dreamspoiler-witches,Flying
dreamstealer,Eternalize
dreamstealer,Menace
dreamtail-heron,Flying
dreamtail-heron,Mutate
dreamtide-whale,Proliferate
dreamtide-whale,Vanishing
dredger-s-insight,Mill
dredging-claw,Equip
dreg-mangler,Haste
dreg-mangler,Scavenge
dregscape-sliver,Unearth
dregscape-zombie,Unearth
dress-down,Flash
drider,Reach
drift-of-phantasms,Defender
drift-of-phantasms,Flying
drift-of-phantasms,Transmute
drift-of-the-dead,Defender
drifter-il-dal,Shadow
drifting-djinn,Cycling
drifting-djinn,Flying
drifting-meadow,Cycling
drifting-shade,Flying
drill-bit,Spectacle
drill-skimmer,Flying
driven-despair,Aftermath
drix-fatemaker,Warp
drizzt-do-urden,Double strike
drogskol-captain,Flying
drogskol-cavalry,Flying
drogskol-infantry-drogskol-armaments,Disturb
drogskol-infantry-drogskol-armaments,Enchant
drogskol-infantry-drogskol-armaments,Transform
drogskol-reaver,Double strike
drogskol-reaver,Flying
drogskol-reaver,Lifelink
drogskol-reinforcements,Melee
drogskol-shieldmate,Flash
dromar-the-banisher,Flying
dromoka-captain,Bolster
dromoka-captain,First strike
dromoka-s-command,Fight
dromoka-s-gift,Bolster
dromoka-the-eternal,Bolster
dromoka-the-eternal,Flying
dross-golem,Affinity
dross-golem,Fear
dross-harvester,Protection
dross-prowler,Fear
drossclaw,Equip
drossclaw,Living weapon
drossforge-bridge,Indestructible
drove-of-elves,Hexproof
drover-grizzly,Saddle
drown-in-dreams,Mill
drown-in-filth,Mill
drown-in-ichor,Proliferate
drown-in-sorrow,Scry
drowned-secrets,Mill
drowner-initiate,Mill
drowner-of-hope,Devoid
drowner-of-secrets,Mill
drowner-of-truth-drowned-jungle,Devoid
drownyard-amalgam,Mill
drownyard-behemoth,Emerge
drownyard-behemoth,Flash
drownyard-explorers,Investigate
drownyard-lurker,Cycling
drownyard-lurker,Vigilance
drowsing-tyrannodon,Defender
drudge-beetle,Scavenge
drudge-reavers,Flash
druid-class,Landfall
druid-s-call,Enchant
druid-s-deliverance,Populate
druid-s-familiar,Soulbond
druidic-ritual,Mill
drumbellower,Flying
dryad-s-favor,Enchant
dryad-s-revival,Flashback
dryad-sophisticate,Landwalk
dryad-sophisticate,Nonbasic landwalk
dual-casting,Enchant
dual-strike,Foretell
dual-sun-adepts,Double strike
dualcaster-mage,Flash
dub,Enchant
dubious-delicacy,Flash
duchess-wayward-tavernkeep,Hunters for Hire
due-diligence,Enchant
duel-for-dominance,Coven
duel-for-dominance,Fight
duelcraft-trainer,Coven
duelcraft-trainer,First strike
dueling-rapier,Equip
dueling-rapier,Flash
duelist-of-deep-faith,Toxic
duelist-of-the-mind,Flying
duelist-of-the-mind,Vigilance
duergar-cave-guard,Wither
duggan-private-detective,Investigate
duggan-private-detective,The Most Important Punch in History
dulcet-sirens,Morph
dune-chanter,Mill
dune-chanter,Reach
dune-drifter,Crew
dune-mover,Toxic
dunedain-blade,Equip
dunedain-rangers,Landfall
dunerider-outlaw,Protection
dungeon-descent,Venture into the dungeon
dungeon-geists,Flying
dungeon-map,Venture into the dungeon
dungeon-shade,Flying
dungeoneer-s-pack,Treasure
dungrove-elder,Hexproof
dunland-crebain,Amass
dunland-crebain,Flying
duplicant,Imprint
durkwood-baloth,Suspend
durnan-of-the-yawning-portal,Choose a background
dusk-charger,Ascend
dusk-dawn,Aftermath
dusk-feaster,Delirium
dusk-feaster,Flying
dusk-imp,Flying
dusk-legion-dreadnought,Crew
dusk-legion-dreadnought,Vigilance
dusk-legion-duelist,Vigilance
dusk-legion-sergeant,Menace
dusk-rose-reliquary,Ward
duskborne-skymarcher,Flying
duskdale-wurm,Trample
duskhunter-bat,Bloodthirst
duskhunter-bat,Flying
duskmantle-guildmage,Mill
duskmantle-house-of-shadow,Mill
duskmantle-prowler,Exalted
duskmantle-prowler,Haste
duskmantle-seer,Flying
duskmourn-s-domination,Enchant
duskrider-falcon,Flying
duskrider-falcon,Protection
duskrider-peregrine,Flying
duskrider-peregrine,Protection
duskrider-peregrine,Suspend
duskwalker,Kicker
duskwatch-recruiter-krallenhorde-howler,Transform
duskwielder,Boast
dust-animus,Flying
dust-animus,Plot
dust-corona,Enchant
dust-elemental,Fear
dust-elemental,Flash
dust-elemental,Flying
dust-stalker,Devoid
dust-stalker,Haste
dusyut-earthcarver,Endure
dusyut-earthcarver,Reach
dutiful-griffin,Flying
duty-bound-dead,Exalted
dwarven-blastminer,Morph
dwarven-forge-chanter,Prowess
dwarven-forge-chanter,Ward
dwarven-grunt,Landwalk
dwarven-grunt,Mountainwalk
dwarven-hammer,Equip
dwarven-landslide,Kicker
dwarven-lightsmith,Assist
dwarven-reinforcements,Foretell
dwindle,Enchant
dwynen-gilt-leaf-daen,Reach
dyadrine-synthesis-amalgam,Trample
dying-wail,Enchant
dying-wish,Enchant
dynacharge,Overload
dynaheir-invoker-adept,Haste
dystopia,Cumulative upkeep
eager-construct,Scry
eager-first-year,Magecraft
eager-trufflesnout,Food
eager-trufflesnout,Trample
eagle-of-deliverance,Flying
eagle-of-the-watch,Flying
eagle-of-the-watch,Vigilance
eagle-vision,Freerunning
eagles-of-the-north,Cycling
eagles-of-the-north,Flying
eagles-of-the-north,Landcycling
eagles-of-the-north,Plainscycling
eagles-of-the-north,Typecycling
earth-king-s-lieutenant,Trample
earth-kingdom-general,Earthbend
earth-kingdom-protectors,Vigilance
earth-kingdom-soldier,Vigilance
earth-rift,Flashback
earth-rumble,Earthbend
earth-rumble,Fight
earth-rumble-wrestlers,Reach
earth-village-ruffians,Earthbend
earthbender-ascension,Earthbend
earthbender-ascension,Landfall
earthbending-lesson,Earthbend
earthbending-student,Earthbend
earthbind,Enchant
earthbrawn,Reinforce
earthen-ally,Earthbend
earthen-arms,Awaken
earthen-goo,Cumulative upkeep
earthen-goo,Trample
earthlore,Enchant
earthquake-dragon,Flying
earthquake-dragon,Trample
earthrumbler,Crew
earthrumbler,Trample
earthrumbler,Vigilance
earthshaker-dreadmaw,Trample
earthshaker-giant,Trample
earthshaker-khenra,Eternalize
earthshaker-khenra,Haste
earthshaking-si,Trample
earthshape,Earthbend
earwig-squad,Prowl
east-mark-cavalier,Vigilance
east-wind-avatar,Alliance
east-wind-avatar,Flying
east-wind-avatar,Vigilance
easterling-vanguard,Amass
eastfarthing-farmer,Food
easy-prey,Cycling
eat-to-extinction,Surveil
eaten-by-piranhas,Enchant
eaten-by-piranhas,Flash
eater-of-days,Flying
eater-of-days,Trample
eater-of-hope,Flying
eater-of-virtue,Equip
ebon-dragon,Flying
ebon-drake,Flying
ebon-praetor,First strike
ebon-praetor,Trample
ebonblade-reaper,Morph
ebondeath-dracolich,Flash
ebondeath-dracolich,Flying
ebony-rhino,Trample
eccentric-apprentice,Flying
eccentric-apprentice,Venture into the dungeon
eccentric-farmer,Mill
echo-circlet,Equip
echo-inspector,Connive
echo-inspector,Flying
echo-mage,Level Up
echo-of-dusk,Descend
echo-of-eons,Flashback
echo-tracer,Morph
echoes-of-the-kin-tree,Bolster
ecstatic-awakener-awoken-demon,Transform
ecstatic-beauty,Suspend
ecstatic-electromancer,Prowess
ed-e-lonesome-eyebot,ED-E My Love
ed-e-lonesome-eyebot,Flying
eddie-brock-venom-lethal-protector,Haste
eddie-brock-venom-lethal-protector,Menace
eddie-brock-venom-lethal-protector,Trample
eddie-brock-venom-lethal-protector,Transform
eddymurk-crab,Flash
eddytrail-hawk,Flying
edea-possessed-sorceress,Ward
eden-seat-of-the-sanctum,Mill
edgar-charmed-groom-edgar-markov-s-coffin,Transform
edgar-king-of-figaro,Two-Headed Coin
edgar-markov,Eminence
edgar-markov,First strike
edgar-markov,Haste
edge-of-autumn,Cycling
edge-of-the-divinity,Enchant
edge-rover,Reach
edgewall-pack,Menace
edward-kenway,Treasure
eel-hounds,Trample
eel-umbra,Enchant
eel-umbra,Flash
eel-umbra,Umbra armor
eerie-gravestone,Mill
eerie-soultender,Mill
effortless-master,Menace
effortless-master,Vigilance
efreet-flamepainter,Double strike
efreet-weaponmaster,First strike
efreet-weaponmaster,Morph
ego-erasure,Changeling
egon-god-of-death-throne-of-death,Deathtouch
egon-god-of-death-throne-of-death,Mill
eidolon-of-astral-winds,Constellation
eidolon-of-astral-winds,Vigilance
eidolon-of-blossoms,Constellation
eidolon-of-countless-battles,Bestow
eidolon-of-obstruction,First strike
eiganjo-free-riders,Flying
eiganjo-seat-of-the-empire,Channel
eirdu-carrier-of-dawn-isilu-carrier-of-twilight,Flying
eirdu-carrier-of-dawn-isilu-carrier-of-twilight,Lifelink
eirdu-carrier-of-dawn-isilu-carrier-of-twilight,Transform
eivor-battle-ready,Haste
eivor-battle-ready,Vigilance
eivor-wolf-kissed,Haste
eivor-wolf-kissed,Mill
eivor-wolf-kissed,Trample
ekundu-griffin,First strike
ekundu-griffin,Flying
eland-umbra,Enchant
eland-umbra,Umbra armor
elanor-gardner,Food
elas-il-kor-sadistic-pilgrim,Deathtouch
elbrus-the-binding-blade-withengar-unbound,Equip
elbrus-the-binding-blade-withengar-unbound,Flying
elbrus-the-binding-blade-withengar-unbound,Intimidate
elbrus-the-binding-blade-withengar-unbound,Trample
elbrus-the-binding-blade-withengar-unbound,Transform
elder-arthur-maxson,Blind Betrayal
elder-brain,Menace
elder-deep-fiend,Emerge
elder-deep-fiend,Flash
elder-gargaroth,Reach
elder-gargaroth,Trample
elder-gargaroth,Vigilance
elder-land-wurm,Defender
elder-land-wurm,Trample
elder-mastery,Enchant
elder-pine-of-jukai,Soulshift
elderscale-wurm,Trample
elderwood-scion,Lifelink
elderwood-scion,Trample
eldrazi-aggressor,Devoid
eldrazi-conscription,Enchant
eldrazi-devastator,Trample
eldrazi-displacer,Devoid
eldrazi-linebreaker,Devoid
eldrazi-linebreaker,Trample
eldrazi-obligator,Devoid
eldrazi-obligator,Haste
eldrazi-ravager,Annihilator
eldrazi-ravager,Cycling
eldrazi-repurposer,Devoid
eldrazi-skyspawner,Devoid
eldrazi-skyspawner,Flying
eldritch-immunity,Overload
electric-revelation,Flashback
electric-seaweed,Defender
electric-seaweed,Haste
electrickery,Overload
electro-assaulting-battery,Flying
electro-s-bolt,Mayhem
electroduplicate,Flashback
electrostatic-field,Defender
electrostatic-infantry,Trample
electrozoa,Flash
electrozoa,Flying
elegant-edgecrafters,Fabricate
elegant-entourage,Alliance
elegant-parlor,Surveil
elegy-acolyte,Lifelink
elegy-acolyte,Void
elemental-appeal,Kicker
elemental-eruption,Storm
elemental-expressionist,Magecraft
elemental-masterpiece,Treasure
elemental-mastery,Enchant
elemental-resonance,Enchant
elemental-spectacle,Vivid
elementalist-adept,Flash
elementalist-adept,Prowess
elenda-and-azor,Flying
elenda-and-azor,Ward
elenda-s-hierophant,Flying
elenda-saint-of-dusk,Hexproof
elenda-saint-of-dusk,Hexproof from
elenda-saint-of-dusk,Lifelink
elenda-the-dusk-rose,Lifelink
elephant-ambush,Flashback
elephant-grass,Cumulative upkeep
elephant-guide,Enchant
elephant-mandrill,Food
elephant-mandrill,Reach
elephant-rat,Menace
elesh-norn-grand-cenobite,Vigilance
elesh-norn-mother-of-machines,Vigilance
elesh-norn-the-argent-etchings,Incubate
elesh-norn-the-argent-etchings,Transform
elesh-norn-the-argent-etchings,Vigilance
elfhame-wurm,Trample
elfhame-wurm,Vigilance
elfsworn-giant,Landfall
elfsworn-giant,Reach
elgaud-inquisitor,Lifelink
elgaud-shieldmate,Soulbond
eligeth-crossroads-augur,Flying
eligeth-crossroads-augur,Partner
eliminate-the-impossible,Investigate
elite-cat-warrior,Forestwalk
elite-cat-warrior,Landwalk
elite-guardmage,Flying
elite-headhunter,Menace
elite-inquisitor,First strike
elite-inquisitor,Protection
elite-inquisitor,Vigilance
elite-scaleguard,Bolster
elite-skirmisher,Heroic
elite-spellbinder,Flying
ellie-and-alan-paleontologists,Discover
ellie-brick-master,Partner
ellie-vengeful-hunter,Partner
ellivere-of-the-wild-court,Role token
ellyn-harbreeze-busybody,Choose a background
ellywick-tumblestrum,Venture into the dungeon
elmar-ulvenwald-informant,Haste
elmar-ulvenwald-informant,Investigate
elmar-ulvenwald-informant,Partner
elminster,Scry
eloise-nephalia-sleuth,Investigate
eloise-nephalia-sleuth,Surveil
elrond-lord-of-rivendell,Scry
elrond-of-the-white-council,Secret council
elsha-of-the-infinite,Prowess
elsha-threefold-master,Prowess
elsha-threefold-master,Trample
elspeth-s-talent,Enchant
elspeth-sun-s-nemesis,Escape
elturel-survivors,Myriad
elturel-survivors,Trample
elturgard-ranger,Reach
elusive-krasis,Evolve
elusive-otter-grove-s-bounty,Prowess
elusive-tormentor-insidious-mist,Hexproof
elusive-tormentor-insidious-mist,Indestructible
elusive-tormentor-insidious-mist,Transform
elven-bow,Equip
elven-farsight,Scry
elvish-aberration,Cycling
elvish-aberration,Forestcycling
elvish-aberration,Landcycling
elvish-aberration,Typecycling
elvish-archers,First strike
elvish-dreadlord,Deathtouch
elvish-dreadlord,Encore
elvish-fury,Buyback
elvish-guidance,Enchant
elvish-hydromancer,Kicker
elvish-lookout,Shroud
elvish-mariner,Scry
elvish-refueler,Exhaust
elvish-vatkeeper,Incubate
elvish-vatkeeper,Transform
emancipation-angel,Flying
embalmed-ascendant,Max speed
embalmed-ascendant,Start your engines!
embalmed-brawler,Amplify
embalmer-s-tools,Mill
ember-eye-wolf,Haste
ember-swallower,Monstrosity
ember-weaver,Reach
embercleave,Equip
embercleave,Flash
embereth-paladin,Adamant
embereth-paladin,Haste
embereth-veteran,Role token
emberheart-challenger,Haste
emberheart-challenger,Prowess
emberheart-challenger,Valiant
emberhorn-minotaur,Exert
embermaw-hellion,Trample
emberwilde-caliph,Flying
emberwilde-caliph,Trample
emberwilde-djinn,Flying
emblazoned-golem,Kicker
emblem-of-the-warmind,Enchant
embodiment-of-agonies,Deathtouch
embodiment-of-agonies,Flying
embodiment-of-fury,Landfall
embodiment-of-fury,Trample
embodiment-of-insight,Landfall
embodiment-of-insight,Vigilance
embolden,Flashback
embrace-the-unknown,Retrace
emerald-dragon-dissonant-wave,Flying
emerald-dragon-dissonant-wave,Trample
emerald-dragonfly,Flying
emerald-oryx,Forestwalk
emerald-oryx,Landwalk
emerge-unscathed,Rebound
emergency-powers,Addendum
emergent-haunting,Surveil
emergent-woodwurm,Backup
emeria-angel,Flying
emeria-angel,Landfall
emeria-captain,Flying
emeria-captain,Vigilance
emeria-shepherd,Flying
emeria-shepherd,Landfall
emet-selch-unsundered-hades-sorcerer-of-eld,Echo of the Lost
emet-selch-unsundered-hades-sorcerer-of-eld,Transform
emet-selch-unsundered-hades-sorcerer-of-eld,Vigilance
emissary-green,Treasure
emissary-of-despair,Flying
emissary-of-grudges,Flying
emissary-of-grudges,Haste
emissary-of-hope,Flying
emissary-of-sunrise,Explore
emissary-of-sunrise,First strike
emissary-of-the-sleepless,Flying
emperor-of-bones,Adapt
emperor-s-vanguard,Explore
emptiness,Evoke
empty-the-pits,Delve
empty-the-warrens,Storm
empyreal-voyager,Flying
empyreal-voyager,Trample
empyrean-eagle,Flying
empyrial-archangel,Flying
empyrial-archangel,Shroud
empyrial-armor,Enchant
empyrial-plate,Equip
emrakul-s-messenger,Devoid
emrakul-s-messenger,Flying
emrakul-the-aeons-torn,Annihilator
emrakul-the-aeons-torn,Flying
emrakul-the-aeons-torn,Protection
emrakul-the-promised-end,Flying
emrakul-the-promised-end,Protection
emrakul-the-promised-end,Trample
emrakul-the-world-anew,Flying
emrakul-the-world-anew,Madness
emrakul-the-world-anew,Protection
emry-lurker-of-the-loch,Affinity
emry-lurker-of-the-loch,Mill
encampment-keeper,First strike
encase-in-ice,Enchant
encase-in-ice,Flash
enchanted-carriage,Crew
encircling-fissure,Awaken
enclave-cryptologist,Level Up
enclave-elite,Islandwalk
enclave-elite,Landwalk
enclave-elite,Multikicker
encrust,Enchant
end-raze-forerunners,Haste
end-raze-forerunners,Trample
end-raze-forerunners,Vigilance
endless-evil,Enchant
endless-foot-assault,Squad
endless-obedience,Convoke
endless-scream,Enchant
endless-swarm,Epic
endless-wurm,Trample
endrider-catalyzer,Max speed
endrider-catalyzer,Start your engines!
endrider-spikespitter,Max speed
endrider-spikespitter,Reach
endrider-spikespitter,Start your engines!
endurance,Evoke
endurance,Flash
endurance,Reach
enduring-angel-angelic-enforcer,Double strike
enduring-angel-angelic-enforcer,Flying
enduring-angel-angelic-enforcer,Transform
enduring-bondwarden,Backup
enduring-curiosity,Flash
enduring-ideal,Epic
enduring-innocence,Lifelink
enduring-scalelord,Flying
enduring-sliver,Outlast
enduring-victory,Bolster
enduring-vitality,Vigilance
enemy-of-enlightenment,Flying
enemy-of-the-guildpact,Protection
energy-storm,Cumulative upkeep
enfeeblement,Enchant
enforcer-griffin,Flying
engine-rat,Deathtouch
engineered-explosives,Sunburst
engulfing-flames,Flashback
enigma-drake,Flying
enigma-eidolon,Mill
enigma-sphinx,Cascade
enigma-sphinx,Flying
enigma-thief,Flying
enigma-thief,Prowl
enlisted-wurm,Cascade
enlistment-officer,First strike
enormous-energy-blade,Equip
enraged-flamecaster,Reach
enraged-giant,Haste
enraged-giant,Improvise
enraged-giant,Trample
enraged-huorn,Trample
enraged-revolutionary,Dethrone
enslave,Enchant
ensoul-artifact,Enchant
ensouled-scimitar,Equip
ent-s-fury,Fight
entangler,Enchant
entangling-vines,Enchant
enter-the-avatar-state,First strike
enter-the-avatar-state,Lifelink
enter-the-god-eternals,Amass
enter-the-god-eternals,Mill
enter-the-unknown,Explore
enterprising-scallywag,Treasure
enthralling-hold,Enchant
enthusiastic-mechanaut,Flying
enthusiastic-study,Learn
entity-tracker,Eerie
entity-tracker,Flash
entreat-the-angels,Miracle
entreat-the-dead,Miracle
entropic-battlecruiser,Station
entropic-specter,Flying
envoy-of-the-ancestors,Outlast
eomer-king-of-rohan,Double strike
eomer-marshal-of-rohan,Haste
eomer-of-the-riddermark,Haste
eon-frolicker,Flying
eowyn-fearless-knight,Haste
eowyn-shieldmaiden,First strike
epf-point-squad,Alliance
ephara-god-of-the-polis,Indestructible
ephara-s-dispersal,Surveil
ephara-s-enlightenment,Enchant
ephara-s-radiance,Enchant
ephemeral-shields,Convoke
ephemerate,Rebound
ephemeron,Flying
epic-confrontation,Fight
epic-proportions,Enchant
epic-proportions,Flash
epicenter,Threshold
epiphany-storm,Enchant
epistolary-librarian,Veil of Time
equestrian-skill,Enchant
equilibrium-adept,Flurry
equinox,Enchant
era-of-enlightenment-hand-of-enlightenment,First strike
era-of-enlightenment-hand-of-enlightenment,Scry
era-of-enlightenment-hand-of-enlightenment,Transform
eradicator-valkyrie,Boast
eradicator-valkyrie,Flying
eradicator-valkyrie,Hexproof
eradicator-valkyrie,Hexproof from
eradicator-valkyrie,Lifelink
erayo-soratami-ascendant-erayo-s-essence,Flying
erdwal-illuminator,Flying
erdwal-illuminator,Investigate
erdwal-ripper,Haste
erebos-bleak-hearted,Indestructible
erebos-god-of-the-dead,Indestructible
erebos-s-emissary,Bestow
erestor-of-the-council,Scry
erestor-of-the-council,Treasure
eriette-s-whisper,Role token
eriette-the-beguiler,Lifelink
erinis-gloom-stalker,Choose a background
erinis-gloom-stalker,Deathtouch
eris-roar-of-the-storm,Flying
eris-roar-of-the-storm,Prowess
eron-the-relentless,Haste
erosion,Enchant
errant-and-giada,Flash
errant-and-giada,Flying
errant-ephemeron,Flying
errant-ephemeron,Suspend
errant-minion,Enchant
errant-street-artist,Defender
errant-street-artist,Flash
errant-street-artist,Haste
errantry,Enchant
erratic-apparition,Eerie
erratic-apparition,Flying
erratic-apparition,Vigilance
erratic-cyclops,Trample
ertai-resurrected,Flash
ertai-s-familiar,Mill
ertai-s-familiar,Phasing
escape-detection,Freerunning
escape-velocity,Enchant
escape-velocity,Escape
escaped-null,Lifelink
escarpment-fortress,Defender
escarpment-fortress,Reach
eshki-dragonclaw,Trample
eshki-dragonclaw,Vigilance
eshki-dragonclaw,Ward
esika-god-of-the-tree-the-prismatic-bridge,Vigilance
esika-s-chariot,Crew
esior-wardwing-familiar,Flying
esior-wardwing-familiar,Partner
esix-fractal-bloom,Flying
esper-cormorants,Flying
esper-origins-summon-esper-maduin,Flashback
esper-origins-summon-esper-maduin,Surveil
esper-origins-summon-esper-maduin,Transform
esper-sojourners,Cycling
esperzoa,Flying
essence-anchor,Surveil
essence-depleter,Devoid
essence-flare,Enchant
essence-fracture,Cycling
essence-leak,Enchant
essence-of-antiquity,Disguise
